HeadNo,Ping,HeadID,Timestamp,TimeZoneOffset,FOV_minAngleInDegrees,FOV_maxAngleInDegrees,StartRange,StopRange,SoundSpeed,MaxReturnSignal,HasNavData,PanAxisDegrees,TiltAxisDegrees,HasSignal,HasStoredRangeProfile
0,0,0,1.75186e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.534441,0,155.857,165.045,1,0
0,1,0,1.75186e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.522228,0,155.924,165.045,1,0
0,2,0,1.75186e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.530044,0,156.055,165.045,1,0
0,3,0,1.75186e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.523693,0,156.151,165.045,1,0
0,4,0,1.75186e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.520274,0,156.235,165.045,1,0
0,5,0,1.75186e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.530532,0,156.329,165.045,1,0
0,6,0,1.75186e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.524182,0,156.426,165.045,1,0
0,7,0,1.75186e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.522716,0,156.518,165.045,1,0
0,8,0,1.75186e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.52467,0,156.613,165.045,1,0
0,9,0,1.75186e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.529555,0,156.734,165.045,1,0
