HeadNo,Ping,HeadID,Timestamp,TimeZoneOffset,FOV_minAngleInDegrees,FOV_maxAngleInDegrees,StartRange,StopRange,SoundSpeed,MaxReturnSignal,HasNavData,PanAxisDegrees,TiltAxisDegrees,HasSignal,HasStoredRangeProfile
0,0,0,1.75196e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.696141,0,212.864,165.766,1,0
0,1,0,1.75196e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.623351,0,213.035,165.766,1,0
0,2,0,1.75196e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.673669,0,213.247,165.766,1,0
0,3,0,1.75196e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.67318,0,213.391,165.766,1,0
0,4,0,1.75196e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.652662,0,213.602,165.766,1,0
0,5,0,1.75196e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.652174,0,213.746,165.766,1,0
0,6,0,1.75196e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.636541,0,213.89,165.766,1,0
0,7,0,1.75196e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.585735,0,214.102,165.766,1,0
0,8,0,1.75196e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.530532,0,214.246,165.766,1,0
0,9,0,1.75196e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.502198,0,214.39,165.766,1,0
