HeadNo,Ping,HeadID,Timestamp,TimeZoneOffset,FOV_minAngleInDegrees,FOV_maxAngleInDegrees,StartRange,StopRange,SoundSpeed,MaxReturnSignal,HasNavData,PanAxisDegrees,TiltAxisDegrees,HasSignal,HasStoredRangeProfile
0,0,0,1.75154e+09,-32400,-21.4182,21.4182,0.402656,10,1500,0.491451,0,201.765,165.045,1,0
0,1,0,1.75154e+09,-32400,-21.4182,21.4182,0.402656,10,1500,0.484123,0,201.814,165.045,1,0
0,2,0,1.75154e+09,-32400,-21.4182,21.4182,0.402656,10,1500,0.477772,0,201.87,165.045,1,0
0,3,0,1.75154e+09,-32400,-21.4182,21.4182,0.402656,10,1500,0.4851,0,201.899,165.045,1,0
0,4,0,1.75154e+09,-32400,-21.4182,21.4182,0.402656,10,1500,0.482658,0,201.956,165.045,1,0
0,5,0,1.75154e+09,-32400,-21.4182,21.4182,0.402656,10,1500,0.487543,0,202.017,165.045,1,0
0,6,0,1.75154e+09,-32400,-21.4182,21.4182,0.402656,10,1500,0.483635,0,202.041,165.045,1,0
0,7,0,1.75154e+09,-32400,-21.4182,21.4182,0.402656,10,1500,0.483146,0,202.107,165.045,1,0
0,8,0,1.75154e+09,-32400,-21.4182,21.4182,0.402656,10,1500,0.479726,0,202.161,165.045,1,0
0,9,0,1.75154e+09,-32400,-21.4182,21.4182,0.402656,10,1500,0.481681,0,202.212,165.045,1,0
