HeadNo,Ping,HeadID,Timestamp,TimeZoneOffset,FOV_minAngleInDegrees,FOV_maxAngleInDegrees,StartRange,StopRange,SoundSpeed,MaxReturnSignal,HasNavData,PanAxisDegrees,TiltAxisDegrees,HasSignal,HasStoredRangeProfile
0,0,0,1.75135e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.514411,0,178.227,165.045,1,0
0,1,0,1.75135e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.643869,0,178.282,165.045,1,0
0,2,0,1.75135e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.641427,0,178.367,165.045,1,0
0,3,0,1.75135e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.638007,0,178.453,165.045,1,0
0,4,0,1.75135e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.636053,0,178.511,165.045,1,0
0,5,0,1.75135e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.625305,0,178.608,165.045,1,0
0,6,0,1.75135e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.616512,0,178.653,165.045,1,0
0,7,0,1.75135e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.634587,0,178.767,165.045,1,0
0,8,0,1.75135e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.651685,0,178.985,165.045,1,0
0,9,0,1.75135e+09,-32400,-21.4182,21.4182,0.402656,15,1500,0.698583,0,179.076,165.045,1,0
